ulasan,label
"Webtoon sekarang udh ga otomatis nyimpah historis bacaan, Webtoon ku ga sengaja ke uninstall trus pas aku download lagi koin ku, daftar Webtoon fav, terakhir dibaca, hilang semua njr",1
"Knpa sekarang tiap baca layar nya selalu putih, padahal slu lancar-lancar aja. Sekarang tiap buka kaya gak ada jaringan internet padahal internet lancar² aja: (",3
"Aplikasi Webtoon ini kok udah tambah ngelek sih, baca nya juga jadi gak nyaman, gambar nya juga kok gak nampak, tolong di perbaiki ya min",3
"Sediakan fitur screenshot di webtoon yang udh pake tiket lah, kenapa harus di hapusin tuh fiturnya padahal yang gak pake tiket bisa, seharusnya yg pake tiket juga lah, jdi mls pengn baca",2
Wah parah masa saya bayar koin 100 dengan nilai Rp 15000 tidak masuk sedangkan yang koin 33 malah masuk padahal pembelian pertama ada laporan SMS dan dianggap sukses mohon infonya,1
"Aplikasi nya bagus banget. Tulisannya jelas ga terlalu kecil / besar, gambar juga jelas. Pokoknya nyesel deh kalo g download ♥️♥️🤩😁",5
kenapa tak bisa di screenshots padahal pengen jadi wallpaper tau. versi yg lama lebih bagus kalo aku menurut itu. tolong perbaiki biar mereka bisa di screenshot dong,2
"Kenapa tiap kali mau top up koin selalu ada tulisan ""pembayaran ditolak"" padahal gua dah ada 60k tapi ga bisa jadi gua beli yang lain malah boros sekali 60k cuman dapat 362 koin padahal aslinya bisa sampe 403 memang pelit sekali ini aplikasi😡",1
"Aplikasi webtoon ini sudah good job sih. Tapi kalau boleh beri saran, ditambahi dong semacam menerima permintaan dari reader. ""JADI BISA REQUEST WEBTOON BARU KEDEPANNYA"". Itu aja makasiih!!!",5
kata nya komik gratis tapi knp saya harus selalu menbeli koin untuk melanjutkan eps nya... kenapa ya apa hanya saya aja yg harus membayar untuk melanjukan eps nya.. kepada operator saya mohon untk mengupdate lagi aplikasi webtoon ini kembali ke webtoon lama MOHON DI TINDAK LANJUTIN..🙏😇,1
"Webtoon nya nge bug, ada panel komik lain yang nyasar d komik yang sedang dibaca. Komentar para reader pun hilang tertulis 0",3
"WEBTOON nya bagus sih walau ada beberapa kekurangan 🥺 semangat terus WEBTOON untuk update 😭semoga makin bagus, eh btw aku ngambil referensi untuk art ku dari WEBTOON sebagian, mulai dari fashion, style rambut banyak deh 🥺🥺🥺 makin berkembang ya WEBTOON 💪🏻",5
"Wah ini aplikasi kereeen, komik nya bagus, kalian harus downlod, tapi tolong dong diskonin koinnya biar bisa liat komik yang belum aplode😁, terima kasih WEBTOON sudah menghibur saya😀",5
Saya tidak suka dengan update yang versi nyata saya suka versi anime tolong diperbaiki kembali menjadi versi anime dan tolong tambahkan anime yang ada di comic lain yang menarik,1
seruuu beeet dah gua paling suka cerita dari gloomy sunday ada horror dan komedi gua kasih lima deh bagus aplikasinya🥳🥳🥳,5
"Saya sudah 3 bulan menggunakan Webtoon , saya sangat puas . Gambar nya bagus bagus , walaupun harus membuka beberapa episode menggunakan koin tapi tidak percuma . Terimakasih Webtoon 🤗🤗🤗",5
"halo pihak webtoon !!! aku suka bgt baca webtoon dari awal 2017 an dari logo webtoon masi kayak awan😁. aku mau memberi saran nih, nanti update selanjutnya semoga webtoon ada fitur scroll otomatis ya hehe ini karna terkadang aku baca webtoon pas lagi makan, jadi tangannya kotor, susah megang hp nya. terima kasih, semoga di baca ya..",5
"Ini gimana ya kok dari minggu yg lalu, sy tdk bisa unduh chapter yang saya mau katanya ada masalah gt trs sampe sekarang gk bisa, udh coba uninstall trs balik instal tetep aja sama gt trs",3
"Kenapa 3B? Karena saya kurang suka komik komik disini menurut saya komik yg paling bagus tuh hanya Nan yak, love lock, dan i want to be u. Untuk yang lainnya biasa aja saya menilai dari cerita dan visual komik",3
"Suka banget aplikasi ini dari pertama ada sampe ganti hp berkali"",webtoon wajib di unduh..tapi min klo bisa tlong adain merchandise dong",5
kenapa aplikasi ini kadang kadang kalau lagi baca komik gambarnya suka hilang terus lama lagi supaya gambarnya bisa muncul lagi nyeselin,3
"Bagus banget aplikasinya. Tapi cuman ada 1 masalah, kadang ada bug yang bikin gambar gak kebuka biarpun jaringan bagus",5
seru bngt cerita menarik,5
"kenapa di aku layar webtoon nya gabisa di screenshot ya? selalu ada tulisan ""tidak dapat menangkap screenshot. halaman berisi informasi pribadi"" tolong bantuannya terimakasih:)",5
"Sampe skrg tetap bagus kualitas app dan komik komik nya^^ dan senang juga ada update an baru nya, dan app ini bayar cmn pas buat liat preview nya aja",5
bagus banget ceritanya,5
Saya senang membaca di Web Ton. Karna di web ton dan mangaton web ton lebih asyik kalau di mangaton tidak sangat asyik.lagipula Web ton keren untuk kita membaca agar membaca kita lancar,1
Aplikasi nya bagus.Alur cerita komiknya bagus. Kuota gk kesedot banyak. Pokoknya seru banget deh aplikasi Webtoon ini. Yg gk Download nyesel.,5
"bagus bngttt, bnyk cerita menarik setiap harinya, semua cerita juga berkualitas. sangat bagus dan asik, apa lagi bagi kalian pencinta manga, manhwa dan komikk ayo download yakin gk bakal nyesel, bagus bangettt!!!!",5
Aplikasi ini bagus bisa mengisi waktu luang. Tapi terkadang aplikasi mengalami Bug seperti gambar tidak keluar. Mohon solusinya...,5
"baguss pokok nyaa jos jos tak genjoss, hehee🤭🤭🤭🤭",5
bagus banget bisa baca komik cerita cerita yang bagus bagus banget dan indah😍,5
"Kalau di Install ulang pakai akun lama, semua history dan favorit terhapus. Tidak bisa di cadangkan. Cukup menyulitkan sekali",2
"App ter wahhh sih, banyak komik seruu sukaa bangett udah gitu bisa didownload komik nya jadi bisa baca offline kalo lagi bosen, udah sih itu aja",5
Webton bahasa Indonesia engga sebagus webton yang bahasa Inggris.(liat pengaturan trus ganti bahasa Inggris) disna di kasih tau recommended yang bagus sedangkan di Indonesia terlalu banyak yang di recommended genre romance bukan yang lainnya. Mungkin lagi musimnya.,3
"Aplikasi ini tuh gak ngebosesin.cerita nya juga gak semuanya tentang cinta-cintaan,tp ada kisah persahabatan sekaligus pertemanan nya,tentang kehidupan,komedi nya juga ada.menurut aku rekomendasi banget sih buat yang hobinya membaca:)",5
"Akhir akhir ini kenapa loadingnya lamaaaa sekali, padahal sinyal bagus di pakai apk lain lancar sedangkan buka webtoon loadnya trs, pdhal sudah update",3
"Saya sangat kecewa sama apk webtoon ini. Jaringan 4G penuh, gak bisa buka gambar. Kan asw :v Pls laaah, perbaiki ini apk. Makin lama makin error.",1
"Tgl 30 Agst 2019, saya isi coin 100 seharga 15,000 dgn pembayaran via gopay krn disebutkan bhw ""ada promo cashback 100% bila pembelian coin via gopay, max cashback 20,000 dan berlaku smp 9 Sept"". Sth saya melakukan pembelian, cashback sama sekali tdk masuk bahkan saya sudah komplain 3x dan lampirkan screenshot bukti transaksi, jawaban dari Webtoon, ""mereka akan melakukan pengecekan"" tetapi sampai hari ini tgl 4 Sept 2019, cashback masih blm juga masuk.",1
"Saya suka tapi sayang aplikasi ini udah kayak aplikasi yg lain ny udah mulai memakai sistem koin, saya pikir cuman aplikasi comic ini yg ngga pakai sistem koin tapi malahan ikut-ikutan pula, iy udah paling yg ada bikin ribet aja nih aplikasi, semoga sukses aja deh",2
bagus banget seru-seru lagi kalian juga harus download 🫶,5
"Kenapa ga bisa lagi beli koin pake pulsa? Katanya ""tidak tersedia"" padahal pulsa ada, mau ganti kenomor lain ""jaringan tidak tersedia"" hee aneh Ada yg tau penyebabnya?",4
Aplikasi nya bagus banget saya sudah punya webtoon 3 tahun mulai kls 4 sampai saya sekarang kls 6 ayo donwload ya webtoon nya soal nya aplikasi nya bagus banget 😎😎 di sini banyak lo komik-komik nya bagus bagus lagi waaah pokoknya seru deh🙂🙂🙂🙂🙂🙂❤❤❤❤❤❤❤❤❤❤❤,5
"klo bisa webtoon, lebih diperbaikin lagi y klo kuota saya banyak tpi jaringan nya rada kurang webtoon nya gabisa di buka. dan semoga webtoon tidak lemot yah",5
"Webtoon ada masalah apa sih bertahun tahun ak makek ngk ada masalah apa"".tp kok sekarang tiba tiba jadi eror,baca sih masih bisa tapi tiap mau liat komentar tiba"" balik ke beranda gitu terus gimana cobak.tolong dong diperbaiki kalo udah bener tak benerin bintangny",2
"saya tidak keberatan dengan adanya iklan, tapi kenapa iklan yang di pasang adalah iklan judi online ? saya rasa kalian harus memilah lagi tentang iklan yang kalian pasang. terimakasih.",1
seru cerita yg cuman mau aku baca yaitu..... wee!!! 😄 soal nya seru ddx an sifat aku hampir sama atau bisa dibilang sama kayak aku 😁🤗,5
"Pas dulu gak pake koin di line Webtoon,Skrang jadi pake koin,ngerti sih mungkin buat pemasukan untuk si penulis dan aplikasi yang merilis komiknya",3
Tolong diperbaiki jaringan aplikasinya setiap baca loading jaringan gambarnya lama kepotong2 padahal jaringan saya bagus2 aja terus pas main mobile legend lancar tolong diperbaiki,2
"Sekarang webtoon sudah gak bagus lagi.selalu pas masuk,selalu ngelag,gambar tdk bisa diunduh padahal jaringannya bagus.webtoon sekarang sudah tidak bagus lg.",1
Hanyah saya suke sekali ni komik apa lagi saya anak kpopers jadi sering meng halu dengan bias. Jadi anak kpopers meng halu tu wajib😂😂😂 Makasih nya sudah buat kan. Ni apks,5
"Wow..., Pokok-nya wow^.^👌. Aku gk sia-sia donwlodn apk ini, gila......, gue sangking penasaran-nya sama serita ini sampai begadang woi..!! Mantap pokok-nya~~👍. Makasih ya buat yg punya apk ini !?!! Krestif banget deh pokok-nya~~(woi~kalian yg baca deskiripsi aku,harus donwlond ya!?!!! Awas kalau gk donwlond, Ya gk pp. Tapi kalian pasti nyesel, haha~~",5
Saya suka sekali dengan aplikasi ini karena sangat bermanfaat klo gk ad waktu mending baca buku tpi klo buku susah di bawa dan menuhi tempat mending baca di hp aj,5
"banyak komik unik yang belum pernah ku baca sungguh apreseasi pada apk webtoon yang telah meyediakan apk sebagus ini, saya sungguh berterimah kasih karna apk ini sudah ada di play store, tapi saya merasa menyesal karna baru tau kalau apk ini sangat bagussss",4
"Top banget komiknya tapi pemakaianya 36 mb biar hemat karena aku atur kualitas gambar tinggi dan adakan resolusi gambar 1080 x 720, HD hingga 4k seperti wallpaper. Plis🙏🙏🙏",4
Karena adanya konten seperti daily+ saya jadi kurang minat membaca komik webtoon karna saya tidak bisa baca komik yang sudah tamat secara gratis lagi,3
"Ah longor masa pembayaran pakek pulsa cuma sekali belik begitu mau di beli lagi metode pembayaran pulsa tidak tersedia, mohon di perbaikiii!!!",1
"bagi yg ingin ss foto keren/wallpaper dari webtoon caranya make webtoon Google, pertama buka chrome trus ketik aja webtoon link nya langsung ada tinggal cari komiknya bisa deh",5
"Bagus banget ih, UwU gitu cuman komiknya dibanyakin plisss, kalau bisa tambahin komik lumine dong :( aku nungguin komik lumine ada versi b.indonya sampai hampir lumutan :( Huhuhu plis banyakin gendre fantasy juga :( jangan romance mulu atuhhh bosan cinta cintaan :(",4
"Lagi dan lagi..bli koin, pulsa terpotong tp koin nya gk msk..!!! Makin gk jelas nehh lama2 webtoon..!!! Di minta solusi malah nuduh..!!! Mana no.pengaduan nya..??? Biar w tlfn lgsg..!!!",1
KECEWA . G bisa akses padahal kuota lancar buat apk lain.. install ulang pun susah buat login.. padahal kalo pake webtoon versi web lancar...,2
Aku suka ceritanya 🤭🤭,5
"Baguss banget sukakk pokoknya, apalagi Mimin nya sering banget kasih event koin gratisan🤗🤗👍kan sobat misquen ini jadi bisa beli banyak eps²♥️♥️♥️♥️ love you sekebon Mimin(kalo bisa bukan depan juga gitu yak :v)",5
"Plisss aku pengen bisa download line webtoon lagi😭waktu itu gk sengaja dihapus adek aq aplikasinya😭😭😭mumpung RAM aku masih banyak nihh, dan jaringan lncr😭tpi apk nya gabisa diinstal di hpku😭🙏 tolong developer bantu biar line webtoon bisa kedownload di hpku😭 abisnya bgus bgt apknnya😭😭🙏",5
"Lumayan deh, ceritanya juga bagus, tapi mohon tambahkan juga cerita komik yang menyentuh, kalau inisih rata rata romance, jadi mohon di rekomendasikan cerita yang menyentuh gitu atau fantasi juga boleh, drama atau komedi gitu mohon ya. 🙇🙏",4
"Semua komik di webtoon menarik,bagus sumpah tapi kurangnya harus update seminggu sekali.-. Seminggu 3/2kali lah biar pembaca makin suka/tambah minat",5
Webtoon aku suka banget aplikasi ini ini pokoknya aplikasi yang paling aku suka soal nya aku ke webtoon ini mau baca komik the secret of angel/true beauty eh nggak taunya malah ketagihan pokoknya aplikasi ini bagus banget deh kalian yang belum download ayo buruan download aplikasi super duper keren abis,5
"Buat kalian yang sering gabut, coba deh download app ini. Aku aja baca webtoon ini dari aku SMA sampe sekarang ga bosen2. Aku kelulusan 2017, aku tau ini dari temen aku karena dia tau aku suka baca komik jadi dia saranin aku buat baca webtoon, sampe aku umur 20th an masih aja baca komik😅 tapi ini bener2 seruu😆😉... Sorry yaa baru kasih rating sekarang😄, karena keasikan baca komiknya jadi lupa kasih rating. Tapi aku sering kasih rat ke komik2nya ko😁",5
obat di kala bete melanda 👌👌 suka banget sma komik² yg ada di webtoon bisa baca gratis gak kya di lapak² lain. pake koin cuma buat kepo sma preview eps selanjutnya. pertahankan ! 💪,5
Punyaku ga bisa di buka.... KATANYA '' Tidak ada koneksi'' padahal streaming youtube internetan dll bisaa... Kuita masih bnyak jga... Tolooooong di perbaiki,5
bagus banget buat aku yang pencinta anime sama manhwa,5
"Suka sama cerita webton ini, harga koin juga menurut aku Murch sii GK kemahalan... Cerita romance juga banyak, Soo i like it, and aku mau rekomend in komik romance yang aku suka dan selalu baca: the secret of Angel, mistake, men of harem, touch touch you, dan masih banyak lagi deh pokoknya.. untuk ceritanya akan di update tiap Minggu, but kalo misal temen temen pengen cepet cepet baca harus beli koin Dulu ya....",4
Aplikasi ini sangat membantu untuk meningkatkan modd orang untuk membaca sungguh hebat ya karena ini saya beri 5 bintang sangat bagus saya berharap untuk anak anak yg belum bisa membaca mulai belajar membaca dari sini ya saya memang hanya orang biasa tapi saya hanya memberi tau informasi tentang webtoon ini sangat membantu jadi untuk orang tua secepat dowload ini dan tunjukan pada anak anak nya untuk membaca ini ya ibu ibu bapak bapak mohon pengertian nya ya semuanya ini hanya informasi dr saya,5
"Bagus sih, tp knp satu komik (Tears on a whithered flower) gbs dibuka ya?",3
yahh seaslinya itu bagus² aja tpi kenapa yaa kok tiba tiba dailyy passnya gak ada??,4
"Kenapa pake kartu xl susah banget buka nya. Padahal paket data masih banyak, jaringan lancar buat buka apk lain. Tolong dong solusi nya. Dulu gak kek gini kok lancar banget. Sekarang kok lelet banget nyesel udah install 3x tapi tetep aja lelet",1
Suka banget sama aplikasi ini banyak cerita ceritanya dan yang pasti gak berbayar kaya app app comic yang lain yang apa apa make koin terus mendingan bagus gitu kan upss!!! 🤭 pokoknya THE BEST DAH WEBTOON 👍👍👍,5
Tolong buat mode rotasi di menu Susah bgt mau beli koin soalnya layar hp saya ga fungsi di bagian bawah tp padahal blm ada gores jd sayang buat ganti layar mending beli koin,1
"Bagus bgt si karna saya udah baca sekitar 4taunan, tapi mau tanya kan akhir"" ini saya ga baca webtoon pas saya mau baca lagi knp tiba"" ke ulang semua dan koin saya hilang padahal masi 400an koin",3
Bagus sihh.. tapi sayang gak bisa screenshot padahal di screenshot buat di promosiin😐 Tapi gak papalah semua itu terbayar oleh komik komik nya yang bagus😍😘,5
Lebih gampang nih baca disini lebih mudah aja gausah pake koin koinan atau berbayar kecuali kalau mau lebih dulu liat eps mingdep but so far webtoon bagus banget,5
"Sangat menarik, membuat saya minat dalam membaca, yang awalnya males ngebaca jadi ingin terus ngebaca cerita terbaru, dan saya juga paling suka webtoon TSOA",5
"Aplikasinya cocok buat orang orang yang suka baca tapi ada gambarnya, lumayan lengkap terus semua nya menarik, walaupun kebanyakkan yang romance dan manhwa🗿👉🏼👈🏼",5
"ga suka aja yang dulu bisa baca gratis sekarang klo mau baca lanjutan pakk koin, trus gambar nya ato ada kata"" motivasi nya ga bisa d ss, kecewa banget. mohon d perbaiki lagi",2
"Kok webtoon aku ada suara nya sih? Pas aku baca komik ""the secret of angel"" tiba-tiba ada suara gak jelas gitu...udah di refresh tetap aja ada suaranya kok bisa gitu yah??? Padahal udah enak membaca :○(",2
Emang bagus tambah ad suara+bisa baca sepuasnya dan aku suka banget webtoon ini tapi tambahin bisa gerak kayak animation dong kayak di iklannya,5
"Aplikasi yg cocok buat orang yg suka ama komik.Tpi knp y padahal jaringan aku sdh bagus,masih aja kayak lag²gitu sama gambarnya gk bisa dibuka😅.Tpi overall aplikasi ini top sih,mantab👍",4
"Saya suka sekali membaca komik yg ada di aplikasi ini. Tetapi saat saya hapus dan install lagi histori baca saya terhapus, saya menjadi kesusahan saya harus mencari satu persatu Episode. tolong di perbaiki",3
"saya sangat suka yang dengan webtoon, tapi cuma satu yang paling gak suka update episode nya itu yang lama banget, tolong ya min kalau bisa update episode itu jangan terlalu lama jadi bosan nunggu komik favorit:)",5
"Bagus gaes, bisa membaca komik bahkan anime juga bisa😎👍. Terus juga setiap nonton di kasih isu cerita nya, wah best coy ni apk wajib donwload bagi kamu wibu dan nolep🤣👍",5
"Untuk versi lama Sangat bagus, dan sangat menghibur. Untuk versi sekarang agak kurang suka karena harus menggunakan koin. Terima kasih",5
"Suksesss trs buat autor"" nyaaa!! Semoga bisa bikin cerita yg menarik lagi kedepanyaa💝 utamakan yg berbau bau idol korea y😹 hehe. Btw aku suka bgt sama The Secret Of Angel makasih buat autornyaa💝 saranghee🌹",5
aku suka bngt sama komik2ny. kalian mau hate tentang aplikasi ini juga ngk papa.tapi asal kalian tahu. mereka udh cape2 bikin komik ini. kalian tetep hate. mending kalian bisa bikin gambar seperti authornya. dan knp ngk bisa di ss. karena itu hak cipta authornya. jngn sekali lagi kaya gitu ya teman2😀😀😀😊😊😊,5
Aplikasi untuk membaca komik yang sangat bagus dan direkomendasikan! Terdapat banyak jenis serta jumlah komik di Webtoon ini. Dari horor hingga ke romance.,5
"Sukak banget Sama aplikasi ini apa lagi Sama noblesse, Virgo and the sparkling, tower of god, sweet escape, dll Suka banget ama komik nya apalagi yg fantasy Dan gambar nya Bagus cap Jempol deh he he he he he nyesel Kalo g donlowd",5
Apk baca komik yang bagus dan nggak ribet. Panel gambar jernih dan pilihan judul dan genre nya banyak banget. Good job line webtoon,5
"Wahai webtoon!terimakasih telah menemani masa pandemi ku 😃😃😃didlm webtoon banyak komik²yg isinya banyak tentang pesan²yg membuatku jdi ad semangat buat hidup lgi,dulu saking bosennya karantina ampe gk mau main hp lgi krn bosan jg bosen hidup krn nolep,trus mau cari apk yg bgs ternyata webtoon di situ saya menemukan komik²tentang kehidupan²,banyak pesan moral jg di situ saya jdi bisa mendapatkan pesan²moral yg banyak jikalau saya bosen hidup lgi❤saya jdi bisa bersosialisasi lgi❤",5
Aplikasinya bagus. Cuman gambarnya kadang loading terus... Padahal jaringan wifi saya bagus banget. Tolong diperbaiki yaa....,4
"Ini knp webtoon di hpku gk bisa di upload, pdhl wifi lancar - lancar aja tuh. mohon di perbaiki lagi, soalnya lagi pengen baca webtoon😭",1
Susah sekali berurusan dengan pembelian koin webtoon belakangan ini. Sangat merugikan saya krna pulsa saya sudah terpotong tapi koin sampai skrg tidak masuk,1
"seruu banget, fiturnya makin bagus, kalian kalo lgi gabut terus pengen baca sesuatu bisa banget download ni apk, reccomended bngt",5
"Saran sedikit dari saya ya,semoga membantu Misal nya kalau ga bisa buka biasa nya kalian itu pake Kuota multimedia,itu ga bisa ya,dan kalau pake kuota internet biasa tapi ga bisa buka,saran saya hidupkan ulang hp nya Itu aja, terimakasih",5
Kenapa harus ganti jaringan 3G dulu sih baru bisa kebuka... Sedih akunya tuh padahal jaringan 4G nya itu gak ngeleg loh Bukak apk lainnya.... Jadi musti ganti 3G kalau mau baca webtoon hwaaaaa😭😭😭,2
Aplikasinya gudd banget Suka deh baca webtoon nya Soalnya setiap hari pasti ada cerita baru yang menarik Dan tentunya sangat membuat kita ingin membacanya kembali,5
"apknya bagus, tapi kadang loadingnya agak lama sih. tapi GPP, bagi yg suka baca² komik genre romance, dll download apk ini ya:D",5
"watashi suka banget sama app nya>< banyak komik yg menarik dan lucuu>< ada genre romantis, komedi, dll lah, gambar grafiknya jg bagus wiww^V^ the best lah pokoknya💗💗💗💗💗",5
"Setelah diperbarui kenapa mlah gambarnya ga keluar ya? Putih semua,, tolong pihak webtoon segera di perbaiki,, semakin banyak keluhan",2
"Setelah berbulan2 mungkin malah udah 1 taun gabaca webtoon dengan niatan pengen baca maraton ,ternyata malah ada jatah hariannya ,jadi ga seru dan juga jadi mengurangi minat membacaku",1
"Hmm,pertama.. semoga sukses kepada author² yg sudah kerja keras dan apk ini sangat membuat saya menjadi goodmood setelah badmood,bagus banget apk ini.. semoga sukses terus kedepannya:3",5
Dulu seneng banget baca komik di webtoon..lalu saya vacuum dan sekarang saya download lagi ehh ..sudah berubah drastis... Kalo mau baca hrus pke koin²an...nunggu 2hr bru gratis ....ya lbh baik UNINSTAL AJA lgi.,1
buka webtoon skrang susah.. loadingnya lama.. kadang sampe gk bisa kebuka buka.. pdhal ini udah versi terbarunya.. suka kesel.. udah komplain tpi gk ada respon,2
Apk nya berat sinyal lemah aja susah buat buka dan lemot apk lain meskipun sinyal lemah tapi tetap pancar bisa di jelas kan masalah nya Webtoon yang terhormat,2
seru banget Tapi sayangnya Nunggu episode Selanjutan nya lama banget aku sedikit kecewa Sama Penungguannya 😔 tolong ya dipercepat agar Pengguna lain juga menikmati Aplikasi yang hebat ini,4
"Comic nya bgus"" bahkan bisa bikin gw baper walaupun sifat gw sangar ..tpi yg kurang cuma pengambilan data kuota ajj ..makin hari makin boros ajj 1GB cmn kepake 4 hari duhhh",5
"Suka sama webtoon, cuman rada kesel waktu di update eh malah nggak bisa buat di screen shoot. Itu kenapa yah? Kalok tau gitu nggak akan di update deh, huh bikin kesel",1
"Halo kak, knapa ya dari kemarin webtoon saya eror, padahal wifi nya bisa buat ngegme buat main aplikasi lain baik² saja, tapi waktu buat webtoon tidak bisa :)",2
Lemot lemot lemot sangat sangat sangat parah. Padahal sinyal gw bagus . Woy webton beri tindakan . Klu gak tutup aja aplikasinya gak guna,1
"Hai,aku ksh bintang 5 karna appini bagus tauuuu,aduhh ada sedihnya,senangnya,baper😁,lalu seram,pokoknya seru dehhh tapi,tolong dong developeernya kshin offline dong,trus jg gausah pake koin,masa setiap episode terakhir ada yg pake koin sm tdk,tolong dong bikin offline yaa supaya bisa dibawa kemana mana,biar gk pake data,karna data cmn dipake saat sekolah online,tapi buat aku sih udh the best lh pokoknya,mksh yaa mohon dibales..",5
"Saya ud 4 tahun pk apk ini, dan respon saya memuaskan karena sangat berguna utk membaca komik saat sedang bosan. Byk komik menarik dan author nya kece banget.",5
"Di update malah lelet, udah di uninstal tetep aja lelet, heran, mana udah ngehapus banyak app di hp, teteeeeep aja lelet, heran, tau gitu gag di up,, ngeselin 👺👺",1
"Webtoon dengan rating yg kurang tak pernah ada kabar kelanjutannya semenjak author dari Korea hiatus.. Sampe skrg authornya sdh sehat dan update di naverpun sdh banyak, tapi terjemahan di webtoon indo tak lekas muncul.",1
"Aneh banget tetiba dibilang koneksinya buruk padahal buat yg lain lancar jaya, tolong cepet diperbaiki ya.",1
"Aku beli koin ga sekali 2 kali aja.., setiap beli koin dan baca komiknya kenapa sih selalu papan catur Mulu.. sinyal bagus sumpah WiFi sendiri yang make WiFi, terus ganti pake kuota kartu prabayar tetep useless bajingan",1
"yah... hp aku habis sy restat, terus intal ulang lagu dan download webtoon, kok pas buka komik komik gabisa langsung terakhir dibaca gitu??? mana ga hafal tetakhir dibaca :(",1
Aplikasinya bermanfaat bagi yg bosan😀❤ Bagi yg ada masalah tunggu aja gambarnya sampai muncul😋Gw sih gk masalah soal loadingnya sih... Yg penting bagus ceritax,5
Baguss !!! Aku suka !! Belum lagi banyak komik yang aku suka Genre nya jg bermacam macam. Semangat terus min. Dan para Author jg jaga kesehatan ya.. ❤❤❤Thank you untuk Webtoon❤❤❤,5
"Apk nya sih bagus, tp agak Kecewa aja karena ada tiket harian, setiap tamat jadi tiket harian, bagi pembaca maraton kayak aku, lebih suka baca berulang², tp sekarang ga bisa 😔",4
"Gw g ngerti knp setiap ada part di mana part itu ada lagunya pasti g ada suaranya, maksudnya suaranya g keluar gtu, semoga di perbaiki y min🙏",5
Assalamuk alikum nama ku cindy kelas 5 aku suka aplikasi ini karena aku puas banget aku kalau membaca itu pasti aku baca tiapkali karena aplikasinya bagus kalian kalau engak ndownloat rugi dan nyesel kalian kalian harus downloat ya,5
"Baguuuuus, sekarang ada dark mode, bisa screenshot, bisa unduh episode sekaligus plus banyak koin gratisss pokoknya terthebest wajib download sih",5
"Kalau bosan yukk baca aja.  Line WebToon. Funtastic,komik nya seru,Boombastic keren banget kan, Fantastic Liur biasa. yaa....",5
"Webtoon sekarang kenapa ya?, apa cuma dihp (Samsung A80) aku aja?!! Fadahal sinyal wifi kalo buat donlod file 1gb aja nga sampe 10mnt lah ini buat ngguin gambar nonggol sampe 5mnt lebih, btw aku males kalo donlod dulu baru baca. Palah nantinya nga jadi dibaca.",1
Udah 2 harini gak bisa di buka appnya. Pdhal gak ada disuruh update. Gak bisa kebuka app webtoonya :( kenapa ya?,5
"Pesanku aja untuk tim ITnya, tolong mending kalian resign aja kalau sering error kayak gini. Nanti biar saya yg jadi developer nya.",3
Event roda harapan nggak guna cuma dpt 2 koin terus di batasi waktu lagi. buat penyimpanan koin nya harus di batasi koinya itu sampai waktu event nya abis dong biar bisa ngumpulin lebih banyak koin.,2
"Sudah beberapa hari ini seperti ini,saat saya ke Original,Jadwal cuman kosong isinya tidak ada yang loading sama sekali,saya sudah menunggu bermenit-menit tetapi tetap saja tidak ada satu pun yang muncul.tolong di perbaiki,terimakasih.",1
Suka alur ceritanya dan juga gambarnya bagus.. Cuma sedih juga setelah di Update ga bisa Screenshot lagi😭😭 sayang banget bisa diliat ga bisa dipajang..,4
baguss bgt👍 cuman harus bayar aja,5
"Wabtoonya memang bagus, tapi lelet. Kalok bisa tolong diperbarui lagi ya, nanti kalok udah diperbarui aku kasih 5 bintang. Oke..",3
"hikd . . . fiturnya sudah bagus, dan genre nya lengkap. tapi tolong kalau ada komik yang sudah end jangan langsung jadi tiket harian, saya masih pengen baca ulanggg. kesel banget kalau disuruh nunggu tiap hari. .",4
"Hai guys perkenalkan aku yemima, aku mau kasih tau kalo apk ini bagus banget buat kamu yg pengen baca komik, tp gapunya komik, nah disini banyak banget komik yg seru banget, terus ada cerita gitu, pokoknya seru dehh, coba aja donlod😁,sekian terimakasih🙏",5
"apk kesayanganku,yang akhir2 ini sering di buka krna banyak webtoon baru yang keren keren,art dan cerita bagus❤️❤️hari ini malah bkin prustesott gegara ga bsa di buka pdhl jaringan bagus loh😭",5
"Komiknya Sudah Bagus,tapi Sayangnya setelah saya Update Ada Tulisan Error,Tolong dibenarkan lagi Aplikasinya,Mohon Maaf Sementara saya kasih bintang 2 Dulu",2
Kurang bagus ini membutuhkan sinyal yang sangat bagus membaca jadi gk eank harung nuunggu2 mohon di benerin ya padahl sangat bagus komiknya cuma sinyal saya sudah bagus tpi masih lelt buat mbaca,2
setuju banget tapi sayangnya komik dorm di ada 3 episode yang kalau mau baca haru punya 16 koin padahal kan komik nya seruu plis jangan pakai koin!!!!!!!!,5
Aku suka aplikasi ini. Komiknya jga seruu seru. Cuma webtoon jarang ada event² kaya server kuning. Saran ku banyak banyakin event²nya yaaaa webtoon. Makasih,5
"bagus banget, kalau lagi gabut bis baca baca deh",5
"Saya mengalami bug , setelah di update , disaat saya membaca komik selalu keluar keberanda ,saya akan memberi 5 bintang jika sudah di perbaiki",1
sangat menarik,5
